Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Czech Republic,CZE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.7
Czech Republic,CZE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.6
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.19865610131447
Czech Republic,CZE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,437267328659.807
Czech Republic,CZE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Denmark,DNK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.76149416359606
Denmark,DNK,Age dependency ratio (% of working-age population),SP.POP.DPND,56.9149567170267
Denmark,DNK,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.7287848006111
Denmark,DNK,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.4582625623987
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.874
Denmark,DNK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.73
Denmark,DNK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.6
Denmark,DNK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.5
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.98953731496432
Denmark,DNK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,333035360346.746
Denmark,DNK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Djibouti,DJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.51098993349831
Djibouti,DJI,Age dependency ratio (% of working-age population),SP.POP.DPND,51.7489721702637
Djibouti,DJI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.898304660541
Djibouti,DJI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.5741159613441
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.777
Djibouti,DJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.728
Djibouti,DJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.466
Djibouti,DJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.102
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.40766266610518
Djibouti,DJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,5119940247.95879
Djibouti,DJI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,9.1000004
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.5715599060059
Dominica,DMA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.51305391896797
Dominica,DMA,Age dependency ratio (% of working-age population),SP.POP.DPND,..
Dominica,DMA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..
Dominica,DMA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..
Dominica,DMA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.483
Dominica,DMA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..
Dominica,DMA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Dominica,DMA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.21430524078696
Dominica,DMA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,845498076.78818
Dominica,DMA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,83.599998
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.36375764821923
Dominican Republic,DOM,Age dependency ratio (% of working-age population),SP.POP.DPND,53.9881688528569
Dominican Republic,DOM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.9400530208454
Dominican Republic,DOM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.9771295026574
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.074
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.346
Dominican Republic,DOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.506
Dominican Republic,DOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.15
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.98252758458058
Dominican Republic,DOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,192745121996.133
Dominican Republic,DOM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,90.699997
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.31381230047905
Ecuador,ECU,Age dependency ratio (% of working-age population),SP.POP.DPND,54.2873674589276
Ecuador,ECU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.814118271228
Ecuador,ECU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.0285920021109
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.821
Ecuador,ECU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.427
Ecuador,ECU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.719
Ecuador,ECU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.109
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.28929193290502
Ecuador,ECU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,202267590160.504
Ecuador,ECU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,94.099998
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.7
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.50204214229022
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,64.0110540272506
"Egypt, Arab Rep.",EGY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.971499944556
"Egypt, Arab Rep.",EGY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,33.7987207092348
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.704
"Egypt, Arab Rep.",EGY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.326
"Egypt, Arab Rep.",EGY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.379
"Egypt, Arab Rep.",EGY,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.817
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.31412103746398
"Egypt, Arab Rep.",EGY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1145575835765.82
"Egypt, Arab Rep.",EGY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.900002
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.0606254107782
El Salvador,SLV,Age dependency ratio (% of working-age population),SP.POP.DPND,54.8447185346336
El Salvador,SLV,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.5808290812314
El Salvador,SLV,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.1320809139623
El Salvador,SLV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.023
El Salvador,SLV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.039
El Salvador,SLV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.253
El Salvador,SLV,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.04
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.43228758708827
El Salvador,SLV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,56647304659.3443
El Salvador,SLV,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,88.400002
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,97
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.09562509645018
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),SP.POP.DPND,65.4930147291232
Equatorial Guinea,GNQ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,60.4255237876965
Equatorial Guinea,GNQ,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.1165988655245
Equatorial Guinea,GNQ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.143
Equatorial Guinea,GNQ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.513
Equatorial Guinea,GNQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.241
Equatorial Guinea,GNQ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.323
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.23655098228059
Equatorial Guinea,GNQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,27325291211.4136
Equatorial Guinea,GNQ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,24.1
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,66.4388275146484
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.231696216140132
Eritrea,ERI,Age dependency ratio (% of working-age population),SP.POP.DPND,..
Eritrea,ERI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..
Eritrea,ERI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..
Eritrea,ERI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,..
Eritrea,ERI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.056
Eritrea,ERI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.302
Eritrea,ERI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.163
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Eritrea,ERI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..
Eritrea,ERI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,9
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.1791381835938
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.1030850007224
Estonia,EST,Age dependency ratio (% of working-age population),SP.POP.DPND,56.2096175751875
Estonia,EST,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.0165694070692
Estonia,EST,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.3570737459559
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.88
Estonia,EST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.67
Estonia,EST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.9
Estonia,EST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.9
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.13381979831833
Estonia,EST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,47920817734.1549
Estonia,EST,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Eswatini,SWZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.959275667664665
Eswatini,SWZ,Age dependency ratio (% of working-age population),SP.POP.DPND,72.7923722047765
Eswatini,SWZ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.8729205187801
Eswatini,SWZ,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.1124915403848
Eswatini,SWZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.799
Eswatini,SWZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.99
Eswatini,SWZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,26.342
Eswatini,SWZ,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.376
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.37161052114132
Eswatini,SWZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,9914175627.11736
Eswatini,SWZ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,52.599998
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.1094360351563
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.149050931014413
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,79.4820264520059
Ethiopia,ETH,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.7158850950668
Ethiopia,ETH,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.7829819073234
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.763
Ethiopia,ETH,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.247
Ethiopia,ETH,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,32.339
Ethiopia,ETH,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.551
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.81614779681703
Ethiopia,ETH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,235271659402.583
Ethiopia,ETH,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,5.9000001
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,45.0534019470215
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Faroe Islands,FRO,Age dependency ratio (% of working-age population),SP.POP.DPND,..
Faroe Islands,FRO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..
Faroe Islands,FRO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.064
Faroe Islands,FRO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.5
Faroe Islands,FRO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.4
Faroe Islands,FRO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.7
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Faroe Islands,FRO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..
Faroe Islands,FRO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.15056197580052
Fiji,FJI,Age dependency ratio (% of working-age population),SP.POP.DPND,53.7568612709319
Fiji,FJI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.0376973863674
Fiji,FJI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.5126222009931
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.248
Fiji,FJI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.774
Fiji,FJI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.277
Fiji,FJI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.208
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.81235097047221
Fiji,FJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,12526618976.9423
Fiji,FJI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,47.200001
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.3387908935547
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.04275204989552
Finland,FIN,Age dependency ratio (% of working-age population),SP.POP.DPND,60.9423994855002
Finland,FIN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.134029481894
Finland,FIN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.1451829725838
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.382
Finland,FIN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.41
Finland,FIN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.6
Finland,FIN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.9
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.14194750876192
Finland,FIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,273463067469.717
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.61924120513374
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,61.2671445356188
France,FRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,62.0089108085333
France,FRA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,17.9564644444787
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.444
France,FRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.88
France,FRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.3
France,FRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.1
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.86506607081999
France,FRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,3125379876905.32
France,FRA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
French Polynesia,PYF,Age dependency ratio (% of working-age population),SP.POP.DPND,45.0381041426176
French Polynesia,PYF,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.9475977657655
French Polynesia,PYF,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,22.7618941295525
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.834
French Polynesia,PYF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.941
French Polynesia,PYF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.684
French Polynesia,PYF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.649
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.26774108990988
French Polynesia,PYF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..
French Polynesia,PYF,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.17527220393767
Gabon,GAB,Age dependency ratio (% of working-age population),SP.POP.DPND,68.3212000006354
Gabon,GAB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.4102228356395
Gabon,GAB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.0258696960045
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.37
Gabon,GAB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.969
Gabon,GAB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.611
Gabon,GAB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.833
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.83791658082157
Gabon,GAB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,31996160478.5519
Gabon,GAB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,87.599998
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.8418426513672
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.249989912687734
"Gambia, The",GMB,Age dependency ratio (% of working-age population),SP.POP.DPND,88.1776391261647
"Gambia, The",GMB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.141274000107
"Gambia, The",GMB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,44.2687450605107
"Gambia, The",GMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.27
"Gambia, The",GMB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.219
"Gambia, The",GMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.535
"Gambia, The",GMB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.887
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.23489033258579
"Gambia, The",GMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,5038758421.62489
"Gambia, The",GMB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,1.5
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.3
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.53854169098541
Georgia,GEO,Age dependency ratio (% of working-age population),SP.POP.DPND,53.0473120045998
Georgia,GEO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.3392679684092
Georgia,GEO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,19.7952406005383
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.632
Georgia,GEO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.06
Georgia,GEO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.472
Georgia,GEO,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.849
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.84291988506627
Georgia,GEO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,54391332779.6939
Georgia,GEO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,86.199997
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.55838981170216
Germany,DEU,Age dependency ratio (% of working-age population),SP.POP.DPND,54.0428361206484
Germany,DEU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.9170079001335
Germany,DEU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,13.6210301045356
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.312
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.57
Germany,DEU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.5
Germany,DEU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.5
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.08602451412267
Germany,DEU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,4579331237558.63
Germany,DEU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.541201382411755
Ghana,GHA,Age dependency ratio (% of working-age population),SP.POP.DPND,68.5344727529092
Ghana,GHA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.3350404080317
Ghana,GHA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.5960615850344
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.06
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.87
Ghana,GHA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.407
Ghana,GHA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.309
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.20007768127284
Ghana,GHA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,162018563034.433
Ghana,GHA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,22.200001
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,80.4
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Gibraltar,GIB,Age dependency ratio (% of working-age population),SP.POP.DPND,..
Gibraltar,GIB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..
Gibraltar,GIB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Gibraltar,GIB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..
Gibraltar,GIB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Gibraltar,GIB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,..
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..
Gibraltar,GIB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..
Gibraltar,GIB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.08317505028006
Greece,GRC,Age dependency ratio (% of working-age population),SP.POP.DPND,55.5851598567029
Greece,GRC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.2734830567542
Greece,GRC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,14.0712448654023
Greece,GRC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.058
Greece,GRC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.35
Greece,GRC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.1
Greece,GRC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.2
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.66842863602514
Greece,GRC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,317881651462.228
Greece,GRC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..
Greenland,GRL,Age dependency ratio (% of working-age population),SP.POP.DPND,..
Greenland,GRL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..
Greenland,GRL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..
Greenland,GRL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.816
Greenland,GRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2
Greenland,GRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.6
